event_time;symbol;kline_start_time;kline_close_time;open_price;close_price;high_price;low_price;base_asset_volume;number_of_trades;quote_asset_volume;taker_buy_base_asset_volume;taker_buy_quote_asset_volume
2021-04-14 00:00:00.000;BTCEUR;2021-04-13 22:00:00.000;2021-04-13 23:59:59.999;52762.05000000;52894.64000000;53040.00000000;52663.90000000;218.42110800;17741;11544202.57891481;128.98722600;6817582.87989553
2021-04-14 02:00:00.000;BTCEUR;2021-04-14 00:00:00.000;2021-04-14 01:59:59.999;52894.53000000;53177.79000000;53250.00000000;52676.00000000;162.11611200;11579;8584777.23840581;92.33236400;4889436.91944994
2021-04-14 04:00:00.000;BTCEUR;2021-04-14 02:00:00.000;2021-04-14 03:59:59.999;53187.44000000;53110.85000000;53395.32000000;52820.51000000;131.74455000;8933;6989591.99646665;67.34592400;3572873.15979598
2021-04-14 06:00:00.000;BTCEUR;2021-04-14 04:00:00.000;2021-04-14 05:59:59.999;53114.14000000;53277.01000000;53359.65000000;52762.72000000;138.58734700;7774;7351824.39548962;67.72270500;3592906.92002007
2021-04-14 08:00:00.000;BTCEUR;2021-04-14 06:00:00.000;2021-04-14 07:59:59.999;53273.36000000;53539.47000000;53912.03000000;53124.17000000;262.92433300;17578;14078470.86302464;148.11814700;7931660.35571169
2021-04-14 10:00:00.000;BTCEUR;2021-04-14 08:00:00.000;2021-04-14 09:59:59.999;53549.98000000;53905.19000000;54126.42000000;53449.12000000;447.25641500;28709;24105689.61968567;242.59440900;13074545.80146132
2021-04-14 12:00:00.000;BTCEUR;2021-04-14 10:00:00.000;2021-04-14 11:59:59.999;53902.97000000;53264.14000000;54060.36000000;52840.00000000;643.03354400;37299;34409134.94811271;333.60687400;17865755.70837643
2021-04-14 14:00:00.000;BTCEUR;2021-04-14 12:00:00.000;2021-04-14 13:59:59.999;53264.14000000;54075.79000000;54296.81000000;53155.26000000;395.18164500;26944;21253948.73528011;237.46147000;12767426.43613199
2021-04-14 16:00:00.000;BTCEUR;2021-04-14 14:00:00.000;2021-04-14 15:59:59.999;54075.79000000;53443.26000000;54165.28000000;53330.13000000;451.70096300;30544;24250902.08507465;253.91190500;13632259.83838550
2021-04-14 18:00:00.000;BTCEUR;2021-04-14 16:00:00.000;2021-04-14 17:59:59.999;53443.26000000;52778.68000000;53443.26000000;52256.58000000;709.85827000;35754;37517332.50591574;388.00682100;20507688.85011259
2021-04-14 20:00:00.000;BTCEUR;2021-04-14 18:00:00.000;2021-04-14 19:59:59.999;52769.61000000;52114.00000000;53315.25000000;52114.00000000;416.49747400;25869;21987073.96067169;242.08619400;12785088.32360931
2021-04-14 22:00:00.000;BTCEUR;2021-04-14 20:00:00.000;2021-04-14 21:59:59.999;52114.00000000;52099.46000000;52496.16000000;51410.00000000;529.32406000;30342;27513235.81937710;245.49428600;12760599.27528268
