event_time;symbol;kline_start_time;kline_close_time;open_price;close_price;high_price;low_price;base_asset_volume;number_of_trades;quote_asset_volume;taker_buy_base_asset_volume;taker_buy_quote_asset_volume
2021-04-16 00:00:00.000;BTCEUR;2021-04-15 23:00:00.000;2021-04-15 23:59:59.999;53061.57000000;53083.69000000;53404.90000000;52969.83000000;108.30541200;11021;5755971.08847259;59.91148900;3184478.17687517
2021-04-16 01:00:00.000;BTCEUR;2021-04-16 00:00:00.000;2021-04-16 00:59:59.999;53090.48000000;52971.78000000;53211.55000000;52932.21000000;87.21556800;8051;4628509.20201879;41.86248600;2221784.24856920
2021-04-16 02:00:00.000;BTCEUR;2021-04-16 01:00:00.000;2021-04-16 01:59:59.999;52971.84000000;52862.11000000;53049.98000000;52724.50000000;62.56305000;5258;3307972.45675250;27.43815900;1450809.46165489
2021-04-16 03:00:00.000;BTCEUR;2021-04-16 02:00:00.000;2021-04-16 02:59:59.999;52868.95000000;53106.02000000;53194.83000000;52779.55000000;83.16609900;5792;4410120.06734313;38.71413900;2052964.23939293
2021-04-16 04:00:00.000;BTCEUR;2021-04-16 03:00:00.000;2021-04-16 03:59:59.999;53106.02000000;52836.02000000;53176.86000000;52601.00000000;92.64283200;7519;4903816.45480995;49.13362600;2600513.13178744
2021-04-16 05:00:00.000;BTCEUR;2021-04-16 04:00:00.000;2021-04-16 04:59:59.999;52836.02000000;52702.28000000;53002.39000000;52626.38000000;71.47799700;6524;3777143.86099616;33.47866800;1768986.45149360
2021-04-16 06:00:00.000;BTCEUR;2021-04-16 05:00:00.000;2021-04-16 05:59:59.999;52703.87000000;52779.53000000;52981.59000000;52630.78000000;60.67341100;5048;3204417.85596081;33.58874800;1773727.01398312
2021-04-16 07:00:00.000;BTCEUR;2021-04-16 06:00:00.000;2021-04-16 06:59:59.999;52779.53000000;51730.10000000;52804.88000000;51712.76000000;166.81168800;9366;8711731.73860477;67.62292100;3533107.19811946
2021-04-16 08:00:00.000;BTCEUR;2021-04-16 07:00:00.000;2021-04-16 07:59:59.999;51730.10000000;51912.27000000;52180.23000000;51556.43000000;176.94768400;11111;9185772.31534138;87.30960300;4533232.56524186
2021-04-16 09:00:00.000;BTCEUR;2021-04-16 08:00:00.000;2021-04-16 08:59:59.999;51912.21000000;51585.38000000;51912.21000000;51263.83000000;262.70274500;14467;13535156.66413401;135.78721600;6997098.33558841
2021-04-16 10:00:00.000;BTCEUR;2021-04-16 09:00:00.000;2021-04-16 09:59:59.999;51579.35000000;51434.53000000;51662.66000000;51209.91000000;197.68072100;12804;10169468.14754529;114.77967900;5903660.04347680
2021-04-16 12:00:00.000;BTCEUR;2021-04-16 11:00:00.000;2021-04-16 11:59:59.999;51255.06000000;50783.28000000;51304.56000000;50611.45000000;317.79149700;18603;16181189.46556992;196.05441100;9980903.76759514
2021-04-16 13:00:00.000;BTCEUR;2021-04-16 12:00:00.000;2021-04-16 12:59:59.999;50795.49000000;50372.41000000;51031.87000000;50372.41000000;266.23156300;16404;13504094.70068470;146.48198100;7431771.10837798
2021-04-16 14:00:00.000;BTCEUR;2021-04-16 13:00:00.000;2021-04-16 13:59:59.999;50372.40000000;50910.88000000;50929.98000000;50195.59000000;249.66966400;20253;12626445.12866563;143.94587800;7283472.82992240
2021-04-16 15:00:00.000;BTCEUR;2021-04-16 14:00:00.000;2021-04-16 14:59:59.999;50910.88000000;50777.11000000;51032.50000000;50639.88000000;197.78351200;14607;10049755.75740331;114.95074500;5840924.96329698
2021-04-16 16:00:00.000;BTCEUR;2021-04-16 15:00:00.000;2021-04-16 15:59:59.999;50776.95000000;50644.56000000;51180.00000000;50486.00000000;248.40265600;21111;12640147.69056415;147.35628700;7500654.28663620
2021-04-16 17:00:00.000;BTCEUR;2021-04-16 16:00:00.000;2021-04-16 16:59:59.999;50630.79000000;51329.93000000;51494.15000000;50624.70000000;251.92792600;21263;12874913.32812202;136.73313300;6990271.66302618
2021-04-16 18:00:00.000;BTCEUR;2021-04-16 17:00:00.000;2021-04-16 17:59:59.999;51330.14000000;51582.07000000;51641.99000000;51200.00000000;183.04187900;16375;9407198.85000900;112.75275700;5794600.38560849
2021-04-16 19:00:00.000;BTCEUR;2021-04-16 18:00:00.000;2021-04-16 18:59:59.999;51583.27000000;51637.83000000;51715.78000000;51228.98000000;206.02917300;18506;10602280.54296133;106.65119600;5488683.54282853
2021-04-16 20:00:00.000;BTCEUR;2021-04-16 19:00:00.000;2021-04-16 19:59:59.999;51643.77000000;51536.34000000;51733.68000000;51522.93000000;124.83703800;13086;6447082.01478344;73.35198600;3788312.55626107
2021-04-16 21:00:00.000;BTCEUR;2021-04-16 20:00:00.000;2021-04-16 20:59:59.999;51536.36000000;51702.69000000;51705.79000000;51191.87000000;117.27611900;12649;6029282.74783052;64.62047400;3322556.18436873
2021-04-16 22:00:00.000;BTCEUR;2021-04-16 21:00:00.000;2021-04-16 21:59:59.999;51690.18000000;51596.56000000;51772.71000000;51350.87000000;125.98443600;12632;6497939.02873567;60.51508800;3121551.60809017
2021-04-16 23:00:00.000;BTCEUR;2021-04-16 22:00:00.000;2021-04-16 22:59:59.999;51601.69000000;51812.19000000;51891.57000000;51572.78000000;104.73670200;11284;5419364.95637633;60.76998000;3144673.89565633
