event_time;symbol;kline_start_time;kline_close_time;open_price;close_price;high_price;low_price;base_asset_volume;number_of_trades;quote_asset_volume;taker_buy_base_asset_volume;taker_buy_quote_asset_volume
2021-04-13 00:00:00.000;BTCEUR;2021-04-12 23:00:00.000;2021-04-12 23:59:59.999;50470.27000000;50401.08000000;50481.17000000;50233.71000000;127.18581300;8020;6408108.15239038;50.20627700;2529783.24632029
2021-04-13 01:00:00.000;BTCEUR;2021-04-13 00:00:00.000;2021-04-13 00:59:59.999;50405.65000000;50422.86000000;50445.91000000;50281.96000000;72.55996300;5013;3652266.58659892;30.23693900;1522169.85022672
2021-04-13 02:00:00.000;BTCEUR;2021-04-13 01:00:00.000;2021-04-13 01:59:59.999;50423.18000000;50205.78000000;50438.28000000;50200.00000000;78.61206400;4234;3956305.10557465;34.88148900;1756050.44292119
2021-04-13 03:00:00.000;BTCEUR;2021-04-13 02:00:00.000;2021-04-13 02:59:59.999;50205.78000000;50694.03000000;50722.85000000;50164.17000000;100.21515000;4685;5062221.39979894;48.47140200;2449335.71179497
2021-04-13 04:00:00.000;BTCEUR;2021-04-13 03:00:00.000;2021-04-13 03:59:59.999;50688.42000000;50792.39000000;50899.60000000;50505.42000000;68.44378100;3521;3471187.89185591;34.78560100;1764949.09126689
2021-04-13 05:00:00.000;BTCEUR;2021-04-13 04:00:00.000;2021-04-13 04:59:59.999;50797.85000000;50941.90000000;51031.73000000;50717.37000000;68.59043600;3594;3491685.89760575;44.23503900;2252439.40246414
2021-04-13 06:00:00.000;BTCEUR;2021-04-13 05:00:00.000;2021-04-13 05:59:59.999;50941.91000000;50671.08000000;51130.08000000;50620.44000000;77.93927000;4300;3965519.87934803;42.00075500;2137282.93890927
2021-04-13 07:00:00.000;BTCEUR;2021-04-13 06:00:00.000;2021-04-13 06:59:59.999;50658.69000000;50858.12000000;50896.24000000;50617.00000000;62.92254700;3857;3192043.97571538;32.70260100;1658977.94854269
2021-04-13 08:00:00.000;BTCEUR;2021-04-13 07:00:00.000;2021-04-13 07:59:59.999;50852.23000000;50927.76000000;51023.48000000;50762.01000000;62.41658400;4603;3177433.92660143;31.07752900;1581846.27046358
2021-04-13 09:00:00.000;BTCEUR;2021-04-13 08:00:00.000;2021-04-13 08:59:59.999;50927.76000000;51078.87000000;51500.00000000;50772.08000000;241.57878500;12606;12357063.01262839;137.57659300;7038465.86226299
2021-04-13 10:00:00.000;BTCEUR;2021-04-13 09:00:00.000;2021-04-13 09:59:59.999;51076.42000000;51341.41000000;51441.57000000;50985.08000000;164.91215700;10960;8444857.20839505;100.06793600;5124269.18091127
2021-04-13 11:00:00.000;BTCEUR;2021-04-13 10:00:00.000;2021-04-13 10:59:59.999;51336.26000000;52681.41000000;52798.98000000;51336.26000000;615.35024500;29067;32203757.14254100;340.45156100;17798879.23150145
2021-04-13 12:00:00.000;BTCEUR;2021-04-13 11:00:00.000;2021-04-13 11:59:59.999;52697.62000000;52867.26000000;53120.00000000;52331.08000000;382.07992900;19282;20135949.50634966;219.97207000;11592698.97629914
2021-04-13 13:00:00.000;BTCEUR;2021-04-13 12:00:00.000;2021-04-13 12:59:59.999;52866.36000000;52813.39000000;53023.02000000;52531.72000000;207.55163500;14718;10952118.24214436;101.08314800;5334615.04464523
2021-04-13 14:00:00.000;BTCEUR;2021-04-13 13:00:00.000;2021-04-13 13:59:59.999;52815.76000000;52979.58000000;53127.46000000;52625.69000000;184.83842200;12788;9773959.29749073;110.65665300;5851378.93937407
2021-04-13 15:00:00.000;BTCEUR;2021-04-13 14:00:00.000;2021-04-13 14:59:59.999;52979.57000000;52864.95000000;53232.17000000;52742.20000000;193.49394800;13720;10252186.14424335;102.68908200;5440744.24805463
2021-04-13 16:00:00.000;BTCEUR;2021-04-13 15:00:00.000;2021-04-13 15:59:59.999;52859.96000000;52669.00000000;52889.97000000;52427.91000000;180.10333000;12288;9480522.34963538;103.81280300;5464448.22588839
2021-04-13 17:00:00.000;BTCEUR;2021-04-13 16:00:00.000;2021-04-13 16:59:59.999;52673.26000000;52825.22000000;52892.67000000;52528.00000000;136.35488100;11130;7187167.60420042;84.73148900;4466369.55015307
2021-04-13 18:00:00.000;BTCEUR;2021-04-13 17:00:00.000;2021-04-13 17:59:59.999;52825.22000000;53108.42000000;53366.62000000;52693.20000000;218.63625900;15105;11594065.34799021;124.88952700;6625242.22908377
2021-04-13 19:00:00.000;BTCEUR;2021-04-13 18:00:00.000;2021-04-13 18:59:59.999;53122.76000000;52960.00000000;53408.23000000;52829.28000000;212.68945000;16191;11290007.79984235;99.31220300;5273328.18861300
2021-04-13 20:00:00.000;BTCEUR;2021-04-13 19:00:00.000;2021-04-13 19:59:59.999;52959.99000000;53150.00000000;53161.29000000;52859.52000000;120.59339700;11609;6394379.85004189;68.50313800;3633188.29273697
2021-04-13 21:00:00.000;BTCEUR;2021-04-13 20:00:00.000;2021-04-13 20:59:59.999;53146.18000000;52474.01000000;53320.50000000;52450.01000000;243.40453300;15485;12891345.30985287;112.14282100;5945317.34650239
2021-04-13 22:00:00.000;BTCEUR;2021-04-13 21:00:00.000;2021-04-13 21:59:59.999;52467.66000000;52762.05000000;52808.80000000;52425.50000000;157.92358500;11477;8311883.91918361;80.29457700;4227204.48711226
2021-04-13 23:00:00.000;BTCEUR;2021-04-13 22:00:00.000;2021-04-13 22:59:59.999;52762.05000000;52932.94000000;52949.98000000;52663.90000000;115.83528400;9113;6119915.44030571;62.30635500;3291899.30329854
