event_time;symbol;kline_start_time;kline_Close_Time;open_price;close_price;high_price;low_price;base_asset_volume;number_of_trades;quote_asset_volume;taker_buy_base_asset_volume;taker_buy_quote_asset_volume
2021-04-12 00:00:00.000;BTCEUR;2021-04-11 23:55:00.000;2021-04-11 23:59:59.999;50090.44000000;50130.46000000;50136.75000000;50076.88000000;3.86932000;530;193825.55956035;2.08305600;104348.38969657
2021-04-12 00:05:00.000;BTCEUR;2021-04-12 00:00:00.000;2021-04-12 00:04:59.999;50129.95000000;49997.61000000;50129.95000000;49997.60000000;6.68021400;865;334321.58552089;2.46427200;123328.01868469
2021-04-12 00:10:00.000;BTCEUR;2021-04-12 00:05:00.000;2021-04-12 00:09:59.999;49997.61000000;50055.77000000;50072.06000000;49989.76000000;8.49052600;668;424722.24024660;5.01914700;251073.05843357
2021-04-12 00:15:00.000;BTCEUR;2021-04-12 00:10:00.000;2021-04-12 00:14:59.999;50067.68000000;50099.12000000;50114.00000000;50036.14000000;9.34029200;652;467743.40133314;4.81578700;241183.99646191
2021-04-12 00:20:00.000;BTCEUR;2021-04-12 00:15:00.000;2021-04-12 00:19:59.999;50111.69000000;50186.30000000;50186.30000000;50069.02000000;11.05027300;584;553682.71208468;8.87108200;444512.85220832
2021-04-12 00:25:00.000;BTCEUR;2021-04-12 00:20:00.000;2021-04-12 00:24:59.999;50186.30000000;50363.55000000;50410.17000000;50177.66000000;24.95419200;1096;1254369.31886795;11.74023200;590566.55733873
2021-04-12 00:30:00.000;BTCEUR;2021-04-12 00:25:00.000;2021-04-12 00:29:59.999;50363.53000000;50425.01000000;50466.70000000;50340.17000000;11.21381400;816;565360.13077839;6.10417300;307780.41788974
2021-04-12 00:35:00.000;BTCEUR;2021-04-12 00:30:00.000;2021-04-12 00:34:59.999;50425.01000000;50313.16000000;50479.99000000;50299.62000000;10.50800700;633;529538.93756321;4.34331900;218928.97059840
2021-04-12 00:40:00.000;BTCEUR;2021-04-12 00:35:00.000;2021-04-12 00:39:59.999;50315.73000000;50213.44000000;50324.87000000;50213.44000000;4.96868000;428;249801.94258332;1.83934700;92455.65947037
2021-04-12 00:45:00.000;BTCEUR;2021-04-12 00:40:00.000;2021-04-12 00:44:59.999;50213.43000000;50279.09000000;50303.57000000;50213.43000000;4.86972300;363;244802.86572189;3.00228500;150911.34784574
2021-04-12 00:50:00.000;BTCEUR;2021-04-12 00:45:00.000;2021-04-12 00:49:59.999;50283.64000000;50399.69000000;50425.79000000;50283.61000000;6.81101900;460;343017.94034164;3.43750500;173117.73542270
2021-04-12 00:55:00.000;BTCEUR;2021-04-12 00:50:00.000;2021-04-12 00:54:59.999;50399.68000000;50397.26000000;50463.75000000;50378.77000000;12.57561400;741;634176.48525486;3.06223900;154400.91339049
2021-04-12 01:00:00.000;BTCEUR;2021-04-12 00:55:00.000;2021-04-12 00:59:59.999;50397.05000000;50458.89000000;50459.02000000;50340.52000000;3.94895200;394;199029.39444421;2.73719000;137968.20151075
