event_time;symbol;kline_start_time;kline_close_time;open_price;close_price;high_price;low_price;base_asset_volume;number_of_trades;quote_asset_volume;taker_buy_base_asset_volume;taker_buy_quote_asset_volume
2021-04-16 00:00:00.000;BTCEUR;2021-04-15 23:30:00.000;2021-04-15 23:59:59.999;53053.43000000;53083.69000000;53404.90000000;53034.92000000;57.18686600;5550;3042535.03680430;32.73474100;1741730.87639329
2021-04-16 00:30:00.000;BTCEUR;2021-04-16 00:00:00.000;2021-04-16 00:29:59.999;53090.48000000;53066.10000000;53211.55000000;52943.91000000;54.67319900;4482;2902944.78969501;26.10909100;1386358.66878311
2021-04-16 01:00:00.000;BTCEUR;2021-04-16 00:30:00.000;2021-04-16 00:59:59.999;53067.79000000;52971.78000000;53154.85000000;52932.21000000;32.54236900;3569;1725564.41232378;15.75339500;835425.57978609
2021-04-16 01:30:00.000;BTCEUR;2021-04-16 01:00:00.000;2021-04-16 01:29:59.999;52971.84000000;52902.77000000;53049.98000000;52765.53000000;30.45654500;3085;1611715.51720788;13.91304600;736112.56806815
2021-04-16 02:00:00.000;BTCEUR;2021-04-16 01:30:00.000;2021-04-16 01:59:59.999;52902.78000000;52862.11000000;52932.99000000;52724.50000000;32.10650500;2173;1696256.93954462;13.52511300;714696.89358674
2021-04-16 02:30:00.000;BTCEUR;2021-04-16 02:00:00.000;2021-04-16 02:29:59.999;52868.95000000;52965.64000000;53104.62000000;52779.55000000;39.29852300;2866;2080795.77193982;19.04860700;1008542.32669892
2021-04-16 03:00:00.000;BTCEUR;2021-04-16 02:30:00.000;2021-04-16 02:59:59.999;52965.71000000;53106.02000000;53194.83000000;52963.72000000;43.86757600;2926;2329324.29540331;19.66553200;1044421.91269401
2021-04-16 03:30:00.000;BTCEUR;2021-04-16 03:00:00.000;2021-04-16 03:29:59.999;53106.02000000;52988.74000000;53176.86000000;52925.55000000;52.53426700;4142;2787007.89960506;27.06967500;1435980.31978259
2021-04-16 04:00:00.000;BTCEUR;2021-04-16 03:30:00.000;2021-04-16 03:59:59.999;52987.34000000;52836.02000000;52987.34000000;52601.00000000;40.10856500;3377;2116808.55520489;22.06395100;1164532.81200485
2021-04-16 04:30:00.000;BTCEUR;2021-04-16 04:00:00.000;2021-04-16 04:29:59.999;52836.02000000;52999.49000000;53002.28000000;52731.58000000;25.93490900;2553;1370721.06555744;12.39989800;655397.22772147
2021-04-16 05:00:00.000;BTCEUR;2021-04-16 04:30:00.000;2021-04-16 04:59:59.999;53002.27000000;52702.28000000;53002.39000000;52626.38000000;45.54308800;3971;2406422.79543872;21.07877000;1113589.22377213
